"","PC.name","State.name","Candidate.Name","Candidate.Sex","Candidate.Category","Candidate.Age","Party.Abbreviation","Total.Votes.Polled","Position","Total.voters","Total_Electors","TOT_CONTESTANT","POLL.PERCENTAGE","Total.Persons","Total.HinduPersons","Total.Muslim.Persons","Sex Ratio (per 1000)","Average Literacy","INCUMBENT_PARTY"
"31","Amravati","Maharashtra","PROF. MUKUND VITTHALRAO KHAIRE","M","SC",51,"IND",15912,5,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"32","Amravati","Maharashtra","PRINCIPAL GOPICHAND SURYABHAN MESHRAM","M","SC",52,"RP(K)",5153,6,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"33","Amravati","Maharashtra","SAU MAMATA VINAYAK KANDALKAR","F","SC",31,"AUDF",4226,7,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"34","Amravati","Maharashtra","SUNIL PRABHU RAMTEKE","M","SC",37,"IND",3793,8,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"35","Amravati","Maharashtra","AMOL DEVIDASRAO JADHAV","M","SC",25,"IND",3495,9,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"36","Amravati","Maharashtra","RAJU MAHADEVRAO SONONE","M","SC",38,"IND",3319,10,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"37","Amravati","Maharashtra","DR. HEMANTKUMAR RAMBHAU MAHURE","M","SC",34,"BBM",3195,11,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"38","Amravati","Maharashtra","BHAURAO SHRIRAM CHHAPANE","M","SC",38,"IND",3029,12,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"39","Amravati","Maharashtra","KESHAV DASHARATH WANKHADE","M","SC",38,"KKJHS",3004,13,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"40","Amravati","Maharashtra","BARSE MANOHAR DAULATRAO","M","SC",53,"IUML",2716,14,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"41","Amravati","Maharashtra","MITHUN HIRAMAN GAIKWAD","M","SC",51,"IND",2560,15,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"42","Amravati","Maharashtra","BANDU SAMPATRAO SANE (BANDYA L.S.)","M","SC",43,"IND",1762,16,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"43","Amravati","Maharashtra","UGALE SUNIL NAMDEV","M","SC",32,"PRBP",1633,17,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"44","Amravati","Maharashtra","SUDHAKAR VYANKAT RAMTEKE (MAJI SAINIK)","M","SC",25,"IND",1412,18,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"45","Amravati","Maharashtra","UBALE SHRIKRISHNA CHAMPATRAO","M","SC",62,"ARP",1404,19,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"46","Amravati","Maharashtra","UMAK SHRIKRUSHNA SHYAMRAO","M","SC",57,"IND",1201,20,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"47","Amravati","Maharashtra","ADV. SUDHIR HIRAMAN TAYADE","M","SC",42,"IND",929,21,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"48","Amravati","Maharashtra","VISHWANATH GOTUJI JAMNEKAR","M","SC",60,"IND",680,22,732574,1423855,22,51.45004231,2888445,2055177,421410,"951","87.38%","SHS"
"49","Aurangabad","Maharashtra","CHANDRAKANT KHAIRE","M","GEN",57,"SHS",255896,1,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"50","Aurangabad","Maharashtra","UTTAMSINGH RAJDHARSINGH PAWAR","M","GEN",58,"INC",222882,2,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"51","Aurangabad","Maharashtra","SHANTIGIRIJI MOUNGIRIJI MAHARAJ","M","GEN",50,"IND",148026,3,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"52","Aurangabad","Maharashtra","SAYYED SALIM SAYYED YUSUF","M","GEN",56,"BSP",32641,4,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"53","Aurangabad","Maharashtra","SUBHASH KISANRAO PATIL (JADHAV)","M","GEN",47,"IND",17026,5,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"54","Aurangabad","Maharashtra","JYOTI RAMCHANDRA UPADHAYAY","F","GEN",35,"BBM",7261,6,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"55","Aurangabad","Maharashtra","PANDURANG WAMANRAO NARWADE","M","SC",39,"PRCP",7060,7,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"56","Aurangabad","Maharashtra","JADHAV SUBHASH RUPCHAND","M","SC",33,"IND",6879,8,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"57","Aurangabad","Maharashtra","JADHAV VISHNU SURYABHAN","M","GEN",50,"IND",4968,9,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"58","Aurangabad","Maharashtra","BANKAR MILIND RANUJI","M","SC",38,"IND",4676,10,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"59","Aurangabad","Maharashtra","SHAIKH RAFIQ SHAIKH RAZZAK","M","GEN",30,"IND",3247,11,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"60","Aurangabad","Maharashtra","BHIMSEN RAMBHAU KAMBLE","M","SC",44,"RPIE",3064,12,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"61","Aurangabad","Maharashtra","MANIK RAMU SHINDE","M","GEN",34,"KM",2728,13,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"62","Aurangabad","Maharashtra","JADHAV TOTARAM GANPAT","M","GEN",51,"IND",2431,14,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"63","Aurangabad","Maharashtra","JAHAGIRDAR MOHMAD AYUB GULAM","M","GEN",55,"SP",2305,15,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"64","Aurangabad","Maharashtra","SHAIKH SALIM PATEL WAHEGAONKAR","M","GEN",38,"IND",2187,16,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"65","Aurangabad","Maharashtra","KAZI MUSHIRODDIN TAJODDIN","M","GEN",63,"IND",1719,17,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"66","Aurangabad","Maharashtra","SAYYED RAUF SAYYED ZAMIR","M","GEN",54,"IND",1698,18,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"67","Aurangabad","Maharashtra","KRISHNA DEVIDAS JADHAV","M","GEN",25,"IND",1368,19,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"68","Aurangabad","Maharashtra","SHAIKH HARUN MALIK SAHEB","M","GEN",50,"RSPS",1263,20,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"69","Aurangabad","Maharashtra","UTTAM MANIK KIRTIKAR","M","SC",30,"IND",1081,21,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"70","Aurangabad","Maharashtra","EJAZ KHAN BISMILLAH KHAN","M","GEN",33,"IND",741,22,731148,1417964,22,51.56322728,3701282,2545438,786677,"923","79.02%","SHS"
"71","Baramati","Maharashtra","SUPRIYA SULE","F","GEN",39,"NCP",487827,1,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"72","Baramati","Maharashtra","KANTA JAYSING NALAWADE","F","GEN",56,"BJP",150996,2,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"73","Baramati","Maharashtra","KUDALEPATIL VIVEK ANANT","M","GEN",40,"BSP",29864,3,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"74","Baramati","Maharashtra","SAMPAT MARUTI TAKALE","M","GEN",54,"RSPS",14912,4,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"75","Baramati","Maharashtra","SURESH BABURAO VEER","M","GEN",62,"IND",7600,5,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"76","Baramati","Maharashtra","DEEPAK SHANKAR BHAPKAR","M","GEN",26,"IND",7002,6,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"77","Baramati","Maharashtra","MAYAWATI AMAR CHITRE","F","SC",31,"BMSM",5002,7,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"78","Baramati","Maharashtra","MRUNALEENI JAYRAJ KAKADE","F","GEN",34,"IND",4926,8,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"79","Baramati","Maharashtra","SANGITA SHRIMAN BHUMKAR","F","SC",30,"IND",4788,9,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"80","Baramati","Maharashtra","YOGESH SONABA RANDHEER","M","SC",39,"IND",4179,10,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"81","Baramati","Maharashtra","SHIVAJI JAYSING KOKARE","M","GEN",58,"IND",3485,11,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"82","Baramati","Maharashtra","TANTARPALE GOPAL YESHWANTRAO","M","SC",43,"IND",3059,12,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"83","Baramati","Maharashtra","SHELAR SANGEETA PANDURANG","F","GEN",33,"KM",2666,13,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"84","Baramati","Maharashtra","TATYA ALIAS NARAYAN SHANKAR WAMBHIRE","M","GEN",51,"IND",2489,14,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"85","Baramati","Maharashtra","BHIMA ANNA KADALE","M","SC",31,"IND",1970,15,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"86","Baramati","Maharashtra","SACHIN VITTHAL AHIRE","M","SC",29,"PRCP",1960,16,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"87","Baramati","Maharashtra","GHORPADE SAVEETA ASHOK","F","GEN",29,"IND",1323,17,735381,1593460,17,46.14995042,9429408,8090254,673704,"915","86.15%","NCP"
"88","Beed","Maharashtra","MUNDE GOPINATHRAO PANDURANG","M","GEN",59,"BJP",553994,1,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"89","Beed","Maharashtra","KOKATE RAMESH BABURAO (ADASKAR)","M","GEN",42,"NCP",413042,2,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"90","Beed","Maharashtra","MASKE MACHINDRA BABURAO","M","GEN",54,"BSP",25284,3,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"91","Beed","Maharashtra","KHALGE KACHARU SANTARAMJI","M","SC",48,"BBM",11006,4,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"92","Beed","Maharashtra","MAHAMMAD AKRAM MAHAMMAD SALIMUDDIN BAGWAN","M","GEN",34,"IND",9883,5,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"93","Beed","Maharashtra","PATHAN GAFARKHAN JABBARKHAN","M","GEN",42,"IND",9106,6,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"94","Beed","Maharashtra","SAYED MINHAJ ALI WAJED ALI (PENDKHAJUR WALE)","M","GEN",34,"IND",7918,7,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"95","Beed","Maharashtra","RAMESH VISHWANATH KOKATE","M","GEN",32,"IND",6518,8,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"96","Beed","Maharashtra","GUJAR KHAN MIRZA KHAN","M","GEN",28,"IND",5794,9,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"97","Beed","Maharashtra","ADV.NATKAR RAMRAO SHESHERAO","M","GEN",61,"IND",5388,10,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"98","Beed","Maharashtra","DR. SHIVAJIRAO KISANRAO SHENDGE","M","GEN",39,"RSPS",5274,11,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"99","Beed","Maharashtra","PRAMOD ALIAS PARMESHWAR SAKHARAM MOTE","M","GEN",32,"KM",3088,12,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"100","Beed","Maharashtra","KHAN SIKANDAR KHAN HUSEN KHAN","M","GEN",58,"IND",3048,13,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"101","Beed","Maharashtra","SAYYAD SALIM FATTU","M","GEN",47,"IND",3043,14,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"102","Beed","Maharashtra","SARDAR KHAN SULTANBABA","M","GEN",26,"IND",2811,15,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"103","Beed","Maharashtra","GURAV KALYAN BHANUDAS","M","GEN",62,"RKSP",1981,16,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"104","Beed","Maharashtra","KAMBLE DIPAK DNYANOBA","M","SC",32,"IND",1513,17,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"105","Beed","Maharashtra","BABURAO NARAYANRAO KAGADE","M","SC",63,"ANC",1477,18,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"106","Beed","Maharashtra","KAMAL KONDIRAM NIMBALKAR","F","GEN",39,"IND",1412,19,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"107","Beed","Maharashtra","NIKALJE SHEELATAI MAHENDRA","F","SC",34,"PRCP",1291,20,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"108","Beed","Maharashtra","TATE ASHOK SANTRAM","M","SC",50,"ARP",1112,21,1073989,1637239,21,65.59757006,2585049,2174672,320395,"916","76.99%","NCP"
"109","Bhandara - gondiya","Maharashtra","PATEL PRAFUL MANOHARBHAI","M","GEN",52,"NCP",489814,1,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"110","Bhandara - gondiya","Maharashtra","NANABHAU FALGUNRAO PATOLE","M","GEN",47,"IND",237899,2,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"111","Bhandara - gondiya","Maharashtra","PATLE SHISHUPAL NATTHUJI","M","GEN",42,"BJP",158938,3,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"112","Bhandara - gondiya","Maharashtra","JAISWAL VIRENDRAKUMAR KASTURCHAND","M","GEN",53,"BSP",68246,4,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"113","Bhandara - gondiya","Maharashtra","PROF. DR. BHASKARRAO MAHADEORAO JIBHAKATE","M","GEN",63,"IND",9243,5,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"114","Bhandara - gondiya","Maharashtra","DR. RAMSAJIVAN KAWDU LILHARE","M","GEN",60,"IND",8742,6,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"115","Bhandara - gondiya","Maharashtra","GANVIR SHIVKUMAR NAGARCHI","M","SC",56,"CPI",7596,7,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"116","Bhandara - gondiya","Maharashtra","UNDIRWADE HEMANT JAGIVAN","M","SC",45,"PRCP",7164,8,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"117","Bhandara - gondiya","Maharashtra","PATHAN MUSHTAK LATIF","M","GEN",32,"DESEP",6688,9,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"118","Bhandara - gondiya","Maharashtra","ADV. DHANANJAY SHAMLALJI RAJABHOJ","M","GEN",50,"IND",6291,10,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"119","Bhandara - gondiya","Maharashtra","PATLE AKARSING SITARAM","M","GEN",36,"IND",4471,11,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"120","Bhandara - gondiya","Maharashtra","GAJBHIYE BRAMHASWARUP BABURAO","M","SC",33,"IND",4234,12,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"121","Bhandara - gondiya","Maharashtra","YELE GANESHRAM SUKHRAM","M","GEN",54,"IND",4155,13,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"122","Bhandara - gondiya","Maharashtra","RAHANGADALE MULCHAND OLGAN","M","GEN",56,"IND",3362,14,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"123","Bhandara - gondiya","Maharashtra","GAJBHIYE RAJENDRA MAHADEO","M","SC",35,"IND",2994,15,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"124","Bhandara - gondiya","Maharashtra","SADANAND SHRAWANJI GANVIR","M","SC",40,"IND",2572,16,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"125","Bhandara - gondiya","Maharashtra","PRATIBHA VASANT PIMPALKAR","F","GEN",38,"BBM",2400,17,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"126","Bhandara - gondiya","Maharashtra","MIRZA WAHIDBEG AHAMADBEG","M","GEN",33,"IND",2044,18,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"127","Bhandara - gondiya","Maharashtra","JAMAIWAR SUNIL PARASRAM","M","GEN",38,"RSPS",1968,19,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"128","Bhandara - gondiya","Maharashtra","UKEY CHINDHUJI LAKHAJI","M","GEN",50,"IND",1046,20,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"129","Bhandara - gondiya","Maharashtra","WASNIK SUNIL MANIRAM","M","SC",38,"RP(K)",883,21,1033231,1450477,21,71.23387686,1200334,1009352,26502,"982","83.76%","BJP"
"130","Bhiwandi","Maharashtra","TAWARE SURESH KASHINATH","M","GEN",51,"INC",182789,1,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"131","Bhiwandi","Maharashtra","PATIL JAGANNATH SHIVRAM","M","GEN",64,"BJP",141425,2,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"132","Bhiwandi","Maharashtra","DEVRAJ KISAN MHATRE","M","GEN",49,"MNS",107090,3,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"133","Bhiwandi","Maharashtra","VISHWANATH R. PATIL","M","GEN",54,"IND",77769,4,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"134","Bhiwandi","Maharashtra","R.R. PATIL","M","GEN",67,"SP",32767,5,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"135","Bhiwandi","Maharashtra","V.G.PATIL","M","GEN",60,"BSP",12902,6,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"136","Bhiwandi","Maharashtra","MAHENDRA R. MOHITE","M","SC",43,"IND",8937,7,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"137","Bhiwandi","Maharashtra","AJIM GANI SHEKH","M","GEN",36,"RKSP",4304,8,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"138","Bhiwandi","Maharashtra","VIKAS SAKHARAM NIKAM","M","SC",30,"IND",3941,9,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"139","Bhiwandi","Maharashtra","SHAIKH MEHBOOB BASHA VALI","M","GEN",42,"BBM",3041,10,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"140","Bhiwandi","Maharashtra","GURUNATH UNDRYA NAIK","M","GEN",32,"IND",1899,11,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"141","Bhiwandi","Maharashtra","ISMAIL SHAIKH LATIF","M","GEN",32,"KKJHS",1844,12,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"142","Bhiwandi","Maharashtra","SHASHIKANT MOTIRAM KATHORE","M","GEN",30,"RSPS",1627,13,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"143","Bhiwandi","Maharashtra","MAHENDRA KERU WADHWINDE","M","SC",54,"IND",1496,14,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"144","Bhiwandi","Maharashtra","DATTU GANAPAT BHOIR","M","SC",53,"IND",1443,15,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"145","Bhiwandi","Maharashtra","MURTUZA MUZAFFAR SHAIKH","M","GEN",53,"NBNP",989,16,584379,1483176,16,39.40051619,11060148,8716055,1355630,"886","84.53%",NA
"146","Buldhana","Maharashtra","JADHAV PRATAPRAO GANPATRAO","M","GEN",49,"SHS",353671,1,853668,1382736,15,61.7375985,2586258,1845424,354236,"934","83.4%","SHS"
